"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Matthew Kaplan;Actor;NA;NA;NA
Simon Kaplan;Actor, Art Director, Producer;NA;NA;NA
Matthew Kirsch;Actor;NA;NA;NA
Daniella Markowicz;Actress;NA;NA;NA
Elizabeth Meriwether;Writer, Producer, Music Department;NA;NA;NA
Ben Schrank;Actor;NA;NA;NA
Amy Srebnick;Actress;NA;NA;NA
Josh Srebnick;Actor;NA;NA;NA
Emma Straub;Actress;NA;NA;NA
Alan Wilkis;Music Department, Actor, Soundtrack;NA;NA;NA
James Hamilton;Camera Department, Actor, Miscellaneous Crew;NA;NA;NA
Paul Newman;Actor, Producer, Director;1925-01-26;USA;2008-09-26
Jackie Gleason;Actor, Music Department, Writer;1916-02-26;USA;1987-06-24
Piper Laurie;Actress, Soundtrack, Director;1932-01-22;USA;NA
George C. Scott;Actor, Director, Producer;1927-10-18;USA;1999-09-22
Myron McCormick;Actor;1908-02-08;USA [some sources say 1907];1962-07-30
Murray Hamilton;Actor;1923-03-24;USA;1986-09-01
Michael Constantine;Actor;1927-05-22;USA;NA
Stefan Gierasch;Actor;1926-02-05;USA;2014-09-06
Clifford A. Pellow;Actor;1928-11-13;Canada;NA
Jake LaMotta;Actor, Writer, Miscellaneous Crew;1921-07-10;USA;NA
Gordon B. Clarke;Actor, Miscellaneous Crew;1906-05-02;USA;1972-01-11
Alexander Rose;Actor, Writer;NA;NA;NA
Carolyn Coates;Actress;1927-04-29;USA;2005-03-28
Carl York;Actor;NA;NA;NA
Vincent Gardenia;Actor, Soundtrack;1920-01-07;Italy;1992-12-09
William Adams;Actor;1887-05-08;USA;1972-09-29
Tom Ahearne;Actor;1905-03-25;USA;1969-01-05
Annabelle Wallis;Actress, Soundtrack;1984;UK;NA
Ward Horton;Actor;1976-01-14;USA;NA
Tony Amendola;Actor;NA;USA;NA
Alfre Woodard;Actress, Producer, Soundtrack;1952-11-08;USA;NA
Kerry O'Malley;Actress;NA;NA;NA
Brian Howe;Actor;NA;NA;NA
Eric Ladin;Actor, Director;1978-02-16;USA;NA
Ivar Brogger;Actor;1947-01-10;USA;NA
Geoff Wehner;Miscellaneous Crew, Actor;NA;NA;NA
Gabriel Bateman;Actor;NA;NA;NA
Shiloh Nelson;Actress;NA;NA;NA
Sasha Sheldon;Actress;NA;NA;NA
Camden Singer;Actress;NA;NA;NA
Robin Pearson Rose;Actress, Soundtrack, Miscellaneous Crew;NA;NA;NA
Keira Daniels;Actress;NA;NA;NA
Joseph Bishara;Composer, Music Department, Soundtrack;NA;NA;NA
Paige Diaz;Actress, Director, Writer;1990-03-26;USA;NA
Richard Allan Jones;Actor;NA;NA;NA
Morganna May;Actress;NA;NA;NA
Tree O'Toole;Stunts, Actress, Producer;NA;NA;NA
Zach Pappas;Actor, Casting Department, Stunts;NA;NA;NA
Michelle Romano;Actress, Producer, Writer;NA;NA;NA
Christopher Shaw;Actor, Camera Department;NA;NA;NA
Trampas Thompson;Stunts, Actor, Director;NA;NA;NA
Whoopi Goldberg;Actress, Producer, Writer;1955-11-13;USA;NA
Maggie Smith;Actress, Soundtrack;1934-12-28;UK;NA
Kathy Najimy;Actress, Writer, Producer;1957-02-06;USA;NA
Wendy Makkena;Actress, Assistant Director;1958-10-04;USA;NA
Mary Wickes;Actress, Soundtrack;1910-06-13;USA;1995-10-22
Harvey Keitel;Actor, Producer;1939-05-13;USA;NA
Bill Nunn;Actor, Producer;1953-10-20;USA;NA
Robert Miranda;Actor, Writer, Producer;NA;USA;NA
Richard Portnow;Actor, Producer, Director;1947;USA;NA
Ellen Albertini Dow;Actress, Soundtrack;1913-11-16;USA;NA
Carmen Zapata;Actress;1927-07-15;USA;2014-01-05
Pat Crawford Brown;Actress;1929-06-29;USA;NA
Prudence Wright Holmes;Actress;NA;USA;NA
Georgia Creighton;Actress;NA;NA;NA
Susan Johnson;Actress;1927-07-06;USA;2003-02-24
Ruth Kobart;Actress, Soundtrack;1924-04-24;USA;2002-12-14
Susan Browning;Actress, Soundtrack;1941-02-25;USA;2006-04-23
Darlene Koldenhoven;Actress, Music Department, Soundtrack;1950-10-09;USA;NA
Sheri Izzard;Actress, Music Department;NA;NA;NA
Edith Diaz;Actress;1949-10-23;Puerto Rico;2009-12-19
Beth Fowler;Actress, Camera Department, Soundtrack;1940-11-01;USA;NA
Rose Parenti;Actress;1911-01-19;USA;1996-09-17
Joseph Maher;Actor, Soundtrack;1933-12-29;Ireland;1998-07-17
Jim Beaver;Actor, Writer, Producer;1950-08-12;USA;NA
Jenifer Lewis;Actress, Music Department, Soundtrack;1957-01-25;USA;NA
Charlotte Crossley;Actress, Soundtrack;NA;NA;NA
A.J. Johnson;Actress, Miscellaneous Crew;1963-09-03;USA;NA
Desreta Jackson;Actress, Producer;NA;NA;NA
Martin Lawrence;Actor, Writer, Producer;1965-04-16;Germany;NA
Luke Wilson;Actor, Director, Writer;1971-09-21;USA;NA
Peter Greene;Actor, Producer;1965-10-08;USA;NA
Dave Chappelle;Writer, Actor, Producer;1973-08-24;USA;NA
Nicole Ari Parker;Actress, Miscellaneous Crew;1970-10-07;USA;NA
Graham Beckel;Actor, Director;1949-12-22;USA;NA
Robert Miranda;Actor, Writer, Producer;NA;USA;NA
Olek Krupa;Actor;1955-08-31;Poland;NA
Saverio Guerra;Actor, Soundtrack;1964-08-25;USA;NA
Richard C. Sarafian;Director, Actor, Writer;1930-04-28;USA;2013-09-18
Tamala Jones;Actress, Producer;1974-11-12;USA;NA
Julio Oscar Mechoso;Actor;1955-05-31;USA;NA
Steve Rankin;Actor, Director, Stunts;NA;USA;NA
Carmen Argenziano;Actor, Producer;1943-10-27;USA;NA
John Hawkes;Actor, Soundtrack, Producer;1959-09-11;USA;NA
Frank Medrano;Actor;1958-05-20;USA;NA
William Forsythe;Actor, Producer, Soundtrack;1955-06-07;USA;NA
Octavia Spencer;Actress, Producer, Director;1970-05-25;USA;NA
Timothy Dale Agee;Actor;NA;NA;NA
Bayani Ison;Actor;NA;NA;NA
Scott Sowers;Actor, Director, Writer;1963-11-05;USA;NA
Christopher Stapleton;Actor, Writer, Soundtrack;1971-02-18;USA;NA
Eddy Donno;Stunts, Actor, Assistant Director;1935-07-24;USA;2014-10-19
Troy Gilbert;Stunts, Actor;NA;NA;NA
Kenny Endoso;Stunts, Actor;1940-07-22;USA;2010-08-10
Googy Gress;Actor, Producer, Soundtrack;NA;NA;NA
Robert LaSardo;Actor, Producer, Writer;1963-09-20;USA;NA
Bill Ferrell;Actor, Producer;NA;NA;NA
Geena Davis;Actress, Producer, Soundtrack;1956-01-21;USA;NA
Samuel L. Jackson;Actor, Producer, Soundtrack;1948-12-21;USA;NA
Yvonne Zima;Actress;1989-01-16;USA;NA
Craig Bierko;Actor, Soundtrack, Writer;1964-08-18;USA;NA
Tom Amandes;Actor, Director;1959-03-09;USA;NA
Brian Cox;Actor, Soundtrack, Director;1946-06-01;UK;NA
Patrick Malahide;Actor, Writer, Soundtrack;1945-03-24;UK;NA
David Morse;Actor, Director, Writer;1953-10-11;USA;NA
Joseph McKenna;Actor;NA;NA;NA
Melina Kanakaredes;Actress, Director, Writer;1967-04-23;USA;NA
Dan Warry-Smith;Actor, Miscellaneous Crew;1982;Canada;NA
Kristen Bone;Actress, Soundtrack;NA;NA;NA
Jennifer Pisana;Actress;NA;NA;NA
Rex Linn;Actor, Miscellaneous Crew, Producer;1956-11-13;USA;NA
Alan North;Actor;1920-12-23;USA;2000-01-19
Edwin Hodge;Actor, Producer, Miscellaneous Crew;1985-01-26;USA;NA
Bill MacDonald;Actor;NA;NA;NA
Gladys O'Connor;Actress;1903-11-28;UK;2012-02-21
Frank Moore;Actor;1946;Canada;NA
John Wayne;Actor, Producer, Soundtrack;1907-05-26;USA;1979-06-11
Jeffrey Hunter;Actor, Producer, Soundtrack;1926-11-25;USA;1969-05-27
Vera Miles;Actress, Soundtrack;1929-08-23;USA;NA
Ward Bond;Actor, Soundtrack;1903-04-09;USA;1960-11-05
Natalie Wood;Actress, Soundtrack, Music Department;1938-07-20;USA;1981-11-29
John Qualen;Actor, Soundtrack, Music Department;1899-12-08;Canada;1987-09-12
Olive Carey;Actress, Writer;1896-01-31;USA;1988-03-13
Henry Brandon;Actor, Soundtrack, Miscellaneous Crew;1912-06-08;Germany;1990-02-15
Ken Curtis;Actor, Soundtrack, Producer;1916-07-02;USA;1991-04-28
Harry Carey Jr.;Actor, Writer, Producer;1921-05-16;USA;2012-12-27
Antonio Moreno;Actor, Director;1887-09-26;Spain;1967-02-15
Hank Worden;Actor, Soundtrack, Producer;1901-07-23;USA;1992-12-06
Beulah Archuletta;Actress;1912-08-16;USA;1969-10-28
Walter Coy;Actor;1909-01-31;USA;1974-12-11
Dorothy Jordan;Actress, Soundtrack;1906-08-09;USA;1988-12-07
Pippa Scott;Actress, Producer, Director;1935-11-10;USA;NA
Patrick Wayne;Actor, Art Department;1939-07-15;USA;NA
Lana Wood;Actress, Producer, Miscellaneous Crew;1946-03-01;USA;NA
Pipe Line Begishe;Actor;NA;NA;NA
Exactly Sonnie Betsuie;Actor;NA;NA;NA
Danny Borzage;Actor, Music Department;1896-12-24;USA;1975-06-17
Ruth Clifford;Actress;1900-02-17;USA;1998-11-30
Carmen D'Antonio;Actress, Soundtrack;1911-11-28;USA;1986-02-09
Charles Chaplin;Writer, Actor, Director;1889-04-16;UK;1977-12-25
Mack Swain;Actor, Director;1876-02-16;USA;1935-08-25
Tom Murray;Actor;1874-09-08;USA;1935-08-27
Henry Bergman;Actor, Assistant Director, Miscellaneous Crew;1868-02-23;USA;1946-10-22
Malcolm Waite;Actor;1892-05-07;USA;1949-04-25
Georgia Hale;Actress, Miscellaneous Crew;1905-06-24;USA;1985-06-07
Jack Adams;Actor;1879-09-08;USA;NA
Frank Aderias;Actor;NA;NA;NA
Leona Aderias;Actress;NA;NA;NA
Lillian Adrian;Actress;NA;NA;NA
Sam Allen;Actor;1861-12-25;USA;1934-09-13
Claude Anderson;Actor;1890-01-04;USA;1960-11-28
Harry Arras;Actor, Producer;1881-05-31;USA;1942-01-28
Albert Austin;Actor, Writer, Director;1882-12-13;UK;1953-08-17
Marta Belfort;Actress;1872-05-27;USA;1941-09-29
William Bell;Actor;1890;USA;NA
Francis Bernhardt;Actor;NA;NA;NA
F.J. Beuaregard;Actor;1886-11-19;USA;1977-04-13
E. Blumenthal;Actor;NA;NA;NA
William Bradford;Actor;NA;NA;NA
George Brock;Actor;1890-01-08;USA;1942-04-29
Pete Brogan;Actor;NA;NA;NA
William Butler;Actor;NA;NA;NA
Cecile Cameron;Actress;NA;NA;NA
R. Campbell;Actor, Miscellaneous Crew;NA;NA;NA
Leland Carr;Actor;1894-02-06;USA;1958-10-21
H.C. Chisholm;Actor;1859-07-31;Canada;1940-02-01
Harry Coleman;Actor;1883;NA;1928-01-30
Heinie Conklin;Actor, Soundtrack;1886-07-16;USA;1959-07-30
Rebecca Conroy;Actress;1876-04-27;USA;1965-05-08
Dorothy Crane;Actress;NA;NA;NA
James Darby;Actor;NA;NA;NA
Harry De More;Actor;1884;USA;1939-11-23
Kay Deslys;Actress;1899-09-28;UK;1974-08-15
James Dime;Actor, Stunts;1897-12-19;Yugoslavia;1981-05-11
W.S. Dobson;Actor;NA;NA;NA
John Eagown;Actor;NA;NA;NA
Aaron Edward;Actor;1888-01-26;USA;1951-01-01
E. Espinosa;Actor;NA;NA;NA
Leon Farey;Actor;1882-03-22;USA;1943-04-18
M. Farrell;Actor;NA;NA;NA
Richard Foley;Actor;NA;NA;NA
Charles Force;Actor;1876-03-22;USA;1947-06-09
J.C. Fowler;Actor, Stunts;1869-07-25;USA;1952-06-27
Al Ernest Garcia;Actor, Casting Director, Director;1887-03-11;USA;1938-09-04
John Goodman;Actor, Soundtrack, Producer;1952-06-20;USA;NA
Elizabeth Perkins;Actress;1960-11-18;USA;NA
Rick Moranis;Actor, Writer, Producer;1953-04-18;Canada;NA
Rosie O'Donnell;Actress, Producer, Soundtrack;1962-03-21;USA;NA
Kyle MacLachlan;Actor, Soundtrack, Director;1959-02-22;USA;NA
Halle Berry;Actress, Producer;1966-08-14;USA;NA
Elizabeth Taylor;Actress, Soundtrack, Producer;1932-02-27;UK;2011-03-23
Dann Florek;Actor, Director, Producer;1950-05-01;USA;NA
Richard Moll;Actor, Soundtrack;1943-01-13;USA;NA
Irwin Keyes;Actor, Writer, Producer;1952-03-16;USA;NA
Jonathan Winters;Actor, Writer, Editor;1925-11-11;USA;2013-04-11
Harvey Korman;Actor, Director, Soundtrack;1927-02-15;USA;2008-05-29
Elaine Silver;Actress;1988-03-06;USA;NA
Melanie Silver;Actress;1988-03-06;USA;NA
Hlynur Sigur<U+00F0>sson;Actor;1988-06-16;Iceland;NA
Marinó Sigur<U+00F0>sson;Actor;1988-06-16;Iceland;NA
Sheryl Lee Ralph;Actress, Soundtrack, Director;1956-12-30;USA;NA
Jean Vander Pyl;Actress;1919-10-11;USA;1999-04-10
Janice Kent;Actress, Director;NA;NA;NA
Jack O'Halloran;Actor, Producer;1943-04-08;USA;NA
Becky Thyre;Actress, Writer, Miscellaneous Crew;NA;NA;NA
Rod McCary;Actor, Producer;1941-04-15;USA;NA
Kate Pierson;Soundtrack, Music Department, Actress;1948-04-27;USA;NA
Fred Schneider;Soundtrack, Music Department, Actor;1951-07-01;USA;NA
Keith Strickland;Soundtrack, Actor;1953-10-26;USA;NA
Petchtai Wongkamlao;Actor, Director, Writer;NA;NA;NA
Tony Jaa;Actor, Stunts, Director;1976-02-05;Thailand;NA
Pumwaree Yodkamol;Actress;1982-02-09;Thailand;NA
Suchao Pongwilai;Actor;NA;NA;NA
Chumphorn Thepphithak;Actor;NA;NA;NA
Cheathavuth Watcharakhun;Actor;NA;NA;NA
Wannakit Sirioput;Actor;NA;NA;NA
Rungrawee Barijindakul;Actress;NA;NA;NA
Chatthapong Pantanaunkul;Actor;1971-04-08;Thailand;NA
Nudhapol Asavabhakhin;Actor;NA;NA;NA
Pornpimol Chookanthong;Actress;NA;NA;NA
Udom Chouncheun;Actor;NA;NA;NA
Boonsri Yindee;Actress;NA;NA;NA
Arirat Ratanakaitkosol;Actress;NA;NA;NA
Woravit Tanochitsirikul;Actor;NA;NA;NA
Chalongsak Sirimahasan;Actor;NA;NA;NA
Robert Mitchum;Actor, Soundtrack, Producer;1917-08-06;USA;1997-07-01
Shelley Winters;Actress, Soundtrack, Producer;1920-08-18;USA;2006-01-14
Lillian Gish;Actress, Writer, Soundtrack;1893-10-14;USA;1993-02-27
James Gleason;Actor, Writer, Director;1882-05-23;USA;1959-04-12
Evelyn Varden;Actress;1893-06-12;USA;1958-07-11
Peter Graves;Actor, Director;1926-03-18;USA;2010-03-14
Don Beddoe;Actor;1903-07-01;USA;1991-01-19
Billy Chapin;Actor;1943-12-28;USA;NA
Sally Jane Bruce;Actress, Soundtrack;1948-12-02;USA;NA
Gloria Castillo;Actress;1933-07-02;USA;1978-10-24
Emmett Lynn;Actor, Soundtrack;1897-02-14;USA;1958-10-20
Corey Allen;Director, Actor, Writer;1934-06-29;USA;2010-06-27
Paul Bryar;Actor;1910-02-21;USA;1985-08-30
Cheryl Callaway;Actress;1946-11-23;USA;NA
Michael Chapin;Actor;1936-07-25;USA;NA
Mary Ellen Clemons;Actress;1943-10-07;USA;NA
Kathy Garver;Actress, Producer, Miscellaneous Crew;1945-12-13;USA;NA
James Griffith;Actor, Writer, Soundtrack;1916-02-13;USA;1993-09-17
John Hamilton;Actor;1887-01-16;USA;1958-10-15
Kay Lavelle;Actress;1889-05-09;USA;1965-11-18
Gloria Pall;Actress;1927-07-15;USA;2012-12-30
George Wallace;Actor;1917-06-08;USA;2005-07-22
Isla Fisher;Actress, Producer;1976-02-03;Oman;NA
Hugh Dancy;Actor, Soundtrack;1975-06-19;UK;NA
Krysten Ritter;Actress, Producer, Writer;1981-12-16;USA;NA
Joan Cusack;Actress, Soundtrack, Writer;1962-10-11;USA;NA
John Goodman;Actor, Soundtrack, Producer;1952-06-20;USA;NA
John Lithgow;Actor, Soundtrack, Producer;1945-10-19;USA;NA
Kristin Scott Thomas;Actress, Soundtrack;1960-05-24;UK;NA
Fred Armisen;Actor, Writer, Music Department;1966-12-04;USA;NA
Leslie Bibb;Actress, Producer;1974-11-17;USA;NA
Lynn Redgrave;Actress, Soundtrack;1943-03-08;UK;2010-05-02
Robert Stanton;Actor;1963-03-08;USA;NA
Julie Hagerty;Actress;1955-06-15;USA;NA
Nick Cornish;Actor;1976-10-03;USA;NA
Wendie Malick;Actress, Soundtrack, Producer;1950-12-13;USA;NA
Clea Lewis;Actress;1965-07-19;USA;NA
Stephen Guarino;Actor, Director, Writer;1975-11-14;USA;NA
Tuomas Hiltunen;Actor;NA;NA;NA
Yoshiro Kono;Actor;NA;NA;NA
John Salley;Actor, Producer;1964-05-16;USA;NA
Lennon Parham;Actress, Writer, Producer;NA;NA;NA
Christine Ebersole;Actress, Soundtrack;1953-02-21;USA;NA
Michael Panes;Actor, Writer, Producer;1963-04-02;USA;NA
Kaitlin Hopkins;Actress, Producer;1964-02-01;USA;NA
Katherine Sigismund;Actress;1979-10-12;USA;NA
Alexandra Balahoutis;Actress, Costume Department;NA;NA;NA
Elisabeth Riley;Actress;NA;NA;NA
Madeleine Rockwitz;Actress;NA;NA;NA
Tommy Davis;Actor, Miscellaneous Crew;NA;NA;NA
Andy Serwer;Actor;1959-09-16;USA;NA
Kelli Barrett;Actress;1984-01-26;USA;NA
Kristen Connolly;Actress, Producer;1980-07-12;USA;NA
Paloma Guzmán;Actress;NA;NA;NA
Ilana Levine;Actress, Director, Producer;1963-12-05;USA;NA
Lenora May;Actress;NA;NA;NA
Ed Crescimanni;Actor;NA;NA;NA
Susan Blommaert;Actress;1947-10-13;USA;NA
Jenn Harris;Actress;NA;NA;NA
Matt Servitto;Actor, Writer, Producer;1965-04-07;NA;NA
Jennifer Kim;Actress;NA;NA;NA
Ginifer King;Actress;NA;NA;NA
Steve Greenstein;Actor;NA;NA;NA
Bill Corsair;Actor, Miscellaneous Crew;NA;NA;NA
Heidi Kristoffer;Actress;1982-07-24;USA;NA
Kate Simses;Actress, Producer;NA;NA;NA
Claire Lautier;Actress;1969-12-31;USA;NA
Brandi Burkhardt;Actress;1979-06-25;USA;NA
Denicia Marie Jefferson;Actress;NA;NA;NA
Renee Victor;Actress, Miscellaneous Crew;NA;NA;NA
Scott Evans;Actor, Soundtrack;1983-09-21;USA;NA
Asmeret Ghebremichael;Actress, Soundtrack;NA;NA;NA
Chris P. Bachman;Actor;NA;NA;NA
Peter Kapetan;Actor;1956-10-21;USA;2008-06-04
Jim Holmes;Actor, Writer, Producer;NA;NA;NA
Claudia Rocafort;Actress;NA;NA;NA
Molly Regan;Actress;NA;NA;NA
Rose Rosconi;Actress;NA;NA;NA
Arnold Schwarzenegger;Actor, Producer, Director;1947-07-30;Austria;NA
Grace Jones;Soundtrack, Actress;1948-05-19;Jamaica;NA
Wilt Chamberlain;Actor, Writer, Producer;1936-08-21;USA;1999-10-12
Mako;Actor, Soundtrack, Production Designer;1933-12-10;Japan;2006-07-21
Tracey Walter;Actor;1947-11-25;USA;NA
Sarah Douglas;Actress;1952-12-12;UK;NA
Olivia d'Abo;Actress, Music Department, Soundtrack;1969-01-22;UK;NA
Pat Roach;Actor, Stunts;1937-05-19;UK;2004-07-17
Jeff Corey;Actor, Director, Soundtrack;1914-08-10;USA;2002-08-16
Sven-Ole Thorsen;Actor, Stunts, Producer;1944-09-24;Denmark;NA
Bruce Fleischer;Actor;NA;NA;NA
Ferdy Mayne;Actor;1916-03-11;Germany;1998-01-30
André the Giant;Actor;1946-05-19;France;1993-01-27
Angel Ashley;Actress;NA;NA;NA
Matt Conner;Actor;NA;NA;NA
Erik Holmey;Actor;1942-02-25;Denmark;NA
Terry O'Neill;Actor;1948-02-27;UK;NA
John Sabol;Actor;NA;NA;NA
Sandra Bullock;Actress, Producer, Soundtrack;1964-07-26;USA;NA
Jason Patric;Actor, Producer;1966-06-17;USA;NA
Willem Dafoe;Actor, Soundtrack, Writer;1955-07-22;USA;NA
Temuera Morrison;Actor, Miscellaneous Crew;1960-12-26;New Zealand;NA
Brian McCardie;Actor;1965-01-22;UK;NA
Christine Firkins;Actress;1983-07-06;Canada;NA
Mike Hagerty;Actor, Soundtrack;1954-05-10;USA;NA
Colleen Camp;Actress, Producer, Soundtrack;1953-06-07;USA;NA
Lois Chiles;Actress;1947-04-15;USA;NA
Francis Guinan;Actor;NA;USA;NA
Tamia;Soundtrack, Actress;1975-05-09;Canada;NA
Jeremy Hotz;Actor, Writer;1963-05-31;NA;NA
Enrique Murciano;Actor, Producer;1973-07-09;USA;NA
Jessica Diz;Actress;NA;NA;NA
Connie Ray;Actress, Writer;1956-07-10;USA;NA
Patrika Darbo;Actress, Producer, Director;1948-04-06;USA;NA
Kimmy Robertson;Actress, Writer, Soundtrack;1954-11-27;USA;NA
Charles Parks;Actor;1940-02-27;Chile;NA
Susan Barnes;Actress;NA;USA;NA
Bo Svenson;Actor, Producer, Director;1941-02-13;Sweden;NA
Royale Watkins;Writer, Actor, Producer;1969-12-03;USA;NA
Alex Montesino;Actor;NA;NA;NA
Mark Adair-Rios;Actor, Producer;NA;NA;NA
Xavier Coronel;Actor;NA;NA;NA
Tyler Patton;Art Department, Actor, Production Designer;NA;NA;NA
Craig A. Pinckes;Assistant Director, Actor, Miscellaneous Crew;1966;NA;NA
Glenn Plummer;Actor, Producer, Writer;1961-08-18;USA;NA
Allison Dean;Actress, Producer, Art Department;NA;NA;NA
Mike Robinson;Actor;NA;NA;NA
Joe D'Angerio;Actor, Producer;1949-02-10;USA;NA
Salma Hayek;Producer, Actress, Soundtrack;1966-09-02;Mexico;NA
Mía Maestro;Actress, Soundtrack, Composer;1978-06-19;Argentina;NA
Alfred Molina;Actor, Producer, Soundtrack;1953-05-24;UK;NA
Antonio Banderas;Actor, Soundtrack, Producer;1960-08-10;Spain;NA
Valeria Golino;Actress, Soundtrack, Producer;1965-10-22;Italy;NA
Diego Luna;Producer, Actor, Director;1979-12-29;Mexico;NA
Edward Norton;Actor, Producer, Soundtrack;1969-08-18;USA;NA
Alejandro Usigli;Actor;NA;NA;NA
Saffron Burrows;Actress;1972-10-22;UK;NA
Loló Navarro;Actress;NA;NA;2011-04-28
Roger Rees;Actor, Director;1944-05-05;UK;NA
Fermín Martínez;Actor;NA;NA;NA
Amelia Zapata;Actress, Stunts;NA;NA;NA
Ashley Judd;Actress, Producer, Director;1968-04-19;USA;NA
Roberto Medina;Actor, Miscellaneous Crew;NA;NA;NA
Lila Downs;Soundtrack, Actress, Composer;1968-09-19;Mexico;NA
Martha Claudia Moreno;Actress;NA;NA;NA
Maria Ines Pintado;Actress;NA;NA;NA
Aida López;Actress;NA;NA;NA
Ivana Sejenovich;Actress;NA;NA;NA
Diego Espinosa;Actor, Composer;NA;NA;NA
Ehécatl Chávez;Actor, Producer;NA;Mexico;NA
Elliot Goldenthal;Composer, Music Department, Soundtrack;1954-05-02;USA;NA
Simon Bird;Actor, Writer;1984-08-19;UK;NA
James Buckley;Actor;1987-08-14;UK;NA
Blake Harrison;Actor;1985-07-22;UK;NA
Joe Thomas;Actor, Writer;1983-10-28;UK;NA
Emily Head;Actress;1988-12-15;UK;NA
Lydia Rose Bewley;Actress;NA;NA;NA
Laura Haddock;Actress;1985-08-21;UK;NA
Tamla Kari;Actress;NA;NA;NA
Jessica Knappett;Actress, Writer, Producer;NA;NA;NA
Theo Barklem-Biggs;Actor, Writer;1990;UK;NA
Theo James;Actor;1984-12-16;UK;NA
Anthony Head;Actor, Soundtrack;1954-02-20;UK;NA
Victoria Willing;Actress, Miscellaneous Crew;NA;NA;NA
Greg Davies;Actor, Writer, Director;1968-05-14;UK;NA
Henry Lloyd-Hughes;Actor, Writer, Producer;1985-08;UK;NA
Belinda Stewart-Wilson;Actress;1971-04-16;UK;NA
Robin Weaver;Actress;NA;NA;NA
Martin Trenaman;Writer, Actor, Miscellaneous Crew;NA;NA;NA
Alex Macqueen;Actor;1974;UK;NA
David Schaal;Actor, Writer, Music Department;NA;NA;NA
Sophie Colquhoun;Actress;NA;NA;NA
Carolin Stoltz;Actress;NA;NA;NA
Etalia Turnball;Actress;NA;NA;NA
Dominic Frisby;Actor, Writer, Director;NA;NA;NA
Irene Jacob;Actress;1966-07-15;France;NA
Jean-Louis Trintignant;Actor, Writer, Director;1930-12-11;France;NA
Frédérique Feder;Actress, Director;NA;NA;NA
Jean-Pierre Lorit;Actor, Soundtrack;NA;NA;NA
Samuel Le Bihan;Actor, Writer, Director;1965-11-02;France;NA
Marion Stalens;Camera Department, Actress, Director;NA;NA;NA
Teco Celio;Actor;NA;NA;NA
Bernard Escalon;Actor;NA;NA;NA
Jean Schlegel;Actor;1947-05-25;Switzerland;2005-12-17
Elzbieta Jasinska;Actress;1948-03-16;Poland;NA
Paul Vermeulen;Actor;NA;NA;NA
Jean-Marie Daunas;Actor;NA;NA;NA
Roland Carey;Actor;1933-02-20;Switzerland;NA
Brigitte Raul;Actress;NA;NA;NA
Leo Ramseyer;Actor, Composer;NA;NA;NA
Nader Farman;Actor, Producer;NA;NA;NA
Cécile Tanner;Actress;NA;NA;NA
Anne Theurillat;Actress, Director, Writer;NA;NA;NA
Neige Dolsky;Actress;1911-03-10;France;2002-12-31
Jessica Korinek;Actress;NA;NA;NA
Marc Autheman;Actor;NA;NA;NA
Juliette Binoche;Actress, Art Department, Miscellaneous Crew;1964-03-09;France;NA
Julie Delpy;Actress, Writer, Director;1969-12-21;France;NA
Benoît Régent;Actor;1953-08-19;France;1994-10-22
Zbigniew Zamachowski;Actor, Composer;1961-07-17;Poland;NA
Pierce Brosnan;Actor, Producer, Soundtrack;1953-05-16;Ireland;NA
Linda Hamilton;Actress;1956-09-26;USA;NA
Jamie Renée Smith;Actress;1987-04-10;USA;NA
Jeremy Foley;Actor, Director, Producer;1983-02-20;USA;NA
Elizabeth Hoffman;Actress, Special Effects;1927-02-08;USA;NA
Charles Hallahan;Actor;1943-07-29;USA;1997-11-25
Grant Heslov;Actor, Producer, Director;1963-05-15;USA;NA
Kirk Trutner;Actor, Art Department;1961-08-03;USA;NA
Arabella Field;Actress, Producer;1965-02-05;USA;NA
Tzi Ma;Actor;NA;China;NA
Brian Reddy;Actor;NA;NA;NA
Lee Garlington;Actress, Director;1953-07-20;USA;NA
Bill Bolender;Actor;1940-11-14;USA;NA
Carole Androsky;Actress;1942-11-10;USA;NA
Peter Jason;Actor, Cinematographer, Producer;1944-07-22;USA;NA
Jeffrey L. Ward;Actor;NA;NA;NA
Jonah Hill;Actor, Writer, Producer;1983-12-20;USA;NA
Max Records;Actor;1997-06-18;USA;NA
Ari Graynor;Actress, Producer, Soundtrack;1983-04-27;USA;NA
J.B. Smoove;Actor, Writer, Producer;1964-12-16;USA;NA
Sam Rockwell;Actor, Producer, Director;1968-11-05;USA;NA
Landry Bender;Actress;NA;NA;NA
Kevin Hernandez;Actor;NA;El Salvador;NA
Kylie Bunbury;Actress;1989-01-30;Canada;NA
Erin Daniels;Actress, Director, Writer;1972-10-09;USA;NA
D.W. Moffett;Actor, Director;1954-10-26;USA;NA
Jessica Hecht;Actress;1965-06-28;USA;NA
Bruce Altman;Actor;1955-07-03;USA;NA
Method Man;Actor, Soundtrack, Producer;1971-04-01;USA;NA
Sean Patrick Doyle;Actor, Soundtrack;NA;NA;NA
Alex Wolff;Actor, Composer, Soundtrack;1997-11-01;USA;NA
Jack Krizmanich;Actor;1978-12-16;USA;NA
Grace Aronds;Actress;1996-09-08;USA;NA
Jane Aronds;Actress;1996-09-08;USA;NA
Lou Carbonneau;Actor;1971-12-27;USA;NA
