"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Guy Greenway;Actor;NA;NA;NA
Tassos Stevens;Actor;NA;NA;NA
Tristan Martin;Actor, Art Department, Art Director;NA;NA;NA
Rebecca James;Actress, Producer;NA;NA;NA
Paul Mason;Actor;NA;NA;NA
David Bovill;Actor;NA;NA;NA
John Bengue;Actor;NA;NA;NA
Ivan Cornell;Visual Effects, Camera Department, Actor;NA;NA;NA
Jane Hunter;Actress;NA;NA;NA
Matthew Jones;Actor;NA;NA;NA
David Julyan;Composer, Music Department, Miscellaneous Crew;NA;NA;NA
David Lloyd;Visual Effects, Sound Department, Actor;NA;NA;NA
Alberto Mattiussi;Director, Actor, Art Department;NA;NA;NA
Brendan Nolan;Actor;NA;NA;NA
Barbara Stepansky;Director, Writer, Camera Department;NA;NA;NA
Emma Thomas;Producer, Miscellaneous Crew, Actress;NA;NA;NA
Diane Zack;Actress;NA;NA;NA
Jake Gyllenhaal;Actor, Producer, Soundtrack;1980-12-19;USA;NA
Chris Cooper;Actor, Soundtrack;1951-07-09;USA;NA
Laura Dern;Actress, Producer, Writer;1967-02-10;USA;NA
Chris Owen;Actor, Camera Department;1980-09-25;USA;NA
William Lee Scott;Actor;1973-07-06;USA;NA
Chad Lindberg;Actor, Camera Department;1976-11-01;USA;NA
Natalie Canerday;Actress, Miscellaneous Crew;1962-03-09;USA;NA
Scott Miles;Actor, Writer, Producer;1976-04-06;USA;NA
Randy Stripling;Actor;NA;NA;NA
Chris Ellis;Actor;1956-04-14;USA;NA
Elya Baskin;Actor, Miscellaneous Crew;1950-08-11;USSR [now Latvia];NA
Courtney Cole-Fendley;Actress, Producer;NA;NA;NA
David Dwyer;Actor;NA;NA;NA
Terry Loughlin;Actor;NA;NA;NA
Kaili Hollister;Actress, Production Designer;1977-03-31;USA;NA
David Copeland;Actor;NA;NA;NA
Don Henderson Baker;Actor, Director, Writer;NA;NA;NA
Tom Kagy;Actor;NA;NA;NA
Donald Thorne;Actor;NA;NA;NA
Justin Whitsett;Actor;NA;NA;NA
Larry Rue;Actor;NA;NA;NA
Neva Howell;Actress;NA;NA;NA
Terry Nienhuis;Actor;NA;NA;NA
Brady Coleman;Actor;NA;NA;NA
Rick Forrester;Actor;NA;NA;NA
Terrence Gibney;Actor;NA;NA;NA
Doug Swander;Actor;NA;NA;NA
Keeli Hale Kimbro;Actress;NA;NA;NA
Mark Jeffrey Miller;Actor, Writer;1953-06-09;USA;NA
Zachary David Cope;Actor;1994-07-19;USA;NA
Kevin Bacon;Actor, Producer, Director;1958-07-08;USA;NA
Kathryn Erbe;Actress, Miscellaneous Crew;1965-07-05;USA;NA
Illeana Douglas;Actress, Producer, Writer;1965-07-25;USA;NA
Kevin Dunn;Actor, Producer, Soundtrack;1956-08-24;USA;NA
Conor O'Farrell;Actor;1956-01-13;USA;NA
Lusia Strus;Actress;NA;USA;NA
Stephen Eugene Walker;Actor;NA;NA;NA
Mary Kay Cook;Actress, Producer, Production Manager;NA;NA;NA
Larry Neumann Jr.;Actor;NA;NA;NA
Jennifer Morrison;Actress, Producer, Director;1979-04-12;USA;NA
Richard Cotovsky;Actor;1954-01-13;USA;NA
Steve Rifkin;Actor;NA;NA;NA
Chalon Williams;Actor, Production Manager, Miscellaneous Crew;1979-10-05;USA;NA
Liza Weil;Actress;1977-06-05;USA;NA
George Ivey;Actor;NA;NA;NA
Lisa Lewis;Actress;NA;NA;NA
Milla Jovovich;Actress, Soundtrack, Composer;1975-12-17;USSR [now Ukraine];NA
Will Patton;Actor;1954-06-14;USA;NA
Hakeem Kae-Kazim;Actor, Producer;1962-10-01;Nigeria;NA
Corey Johnson;Actor;1961-05-17;USA;NA
Enzo Cilenti;Actor, Producer;1974-08-08;UK;NA
Elias Koteas;Actor, Producer;1961-03-11;Canada;NA
Eric Loren;Actor;NA;USA;NA
Mia McKenna-Bruce;Actress;1997-07-07;UK;NA
Raphaël Coleman;Actor;1994-09-30;UK;NA
Daphne Alexander;Actress;NA;NA;NA
Alisha Seaton;Actress, Casting Department, Miscellaneous Crew;1976-04-28;USA;NA
Tyne Rafaeli;Actress;NA;NA;NA
Paul Stefanov;Actor;NA;NA;NA
Kiera McMaster;Actress;NA;NA;NA
Sara Houghton;Actress;NA;NA;NA
Julian Vergov;Actor;1970-07-15;Bulgaria;NA
Ioan Karamfilov;Actor;NA;NA;NA
Charlotte Milchard;Actress;1977-12-13;UK;NA
Valentin Ganev;Actor, Miscellaneous Crew;1956-04-07;Bulgaria;NA
Vladimir Kolev;Actor;NA;NA;NA
Jay Glenn Sunberg;Actor;NA;NA;NA
Sylvia Lultchev;Actress;NA;NA;NA
Olatunde Osunsanmi;Miscellaneous Crew, Writer, Director;1977-10-23;USA;NA
Mike Straub;Actor;1977-03-24;USA;NA
Andrew Whipp;Actor;NA;NA;NA
Jonah Bobo;Actor;1997-01-24;USA;NA
Josh Hutcherson;Actor, Producer, Soundtrack;1992-10-12;USA;NA
Dax Shepard;Actor, Director, Writer;1975-01-02;USA;NA
Kristen Stewart;Actress, Soundtrack, Director;1990-04-09;USA;NA
Tim Robbins;Actor, Director, Soundtrack;1958-10-16;USA;NA
Frank Oz;Actor, Miscellaneous Crew, Soundtrack;1944-05-25;UK;NA
John Alexander;Actor, Miscellaneous Crew, Special Effects;NA;NA;NA
Derek Mears;Actor, Stunts, Writer;1972-04-29;USA;NA
Douglas Tait;Actor, Stunts, Producer;1974-12-17;USA;NA
Joe Bucaro III;Stunts, Actor, Producer;1964-04-04;USA;NA
Jeff Wolfe;Stunts, Actor, Assistant Director;NA;NA;NA
Denzel Washington;Actor, Producer, Director;1954-12-28;USA;NA
Angela Bassett;Actress, Producer, Soundtrack;1958-08-16;USA;NA
Albert Hall;Actor;1937-11-10;USA;NA
Al Freeman Jr.;Actor, Director, Writer;1934-03-21;USA;2012-08-09
Delroy Lindo;Actor, Producer, Soundtrack;1952-11-18;UK;NA
Spike Lee;Director, Producer, Writer;1957-03-20;USA;NA
Theresa Randle;Actress;1964-12-27;USA;NA
Kate Vernon;Actress;1961;Canada;NA
Lonette McKee;Actress, Soundtrack, Director;1954-07-22;USA;NA
Tommy Hollis;Actor;1954-03-22;USA;2001-09-09
James McDaniel;Actor, Director, Soundtrack;1958-03-25;USA;NA
Ernest Thomas;Actor, Producer, Writer;1950-03-26;USA;NA
Jean-Claude La Marre;Producer, Actor, Writer;NA;NA;NA
O.L. Duke;Actor, Stunts, Miscellaneous Crew;1953-08-12;USA;2004-09-10
Larry McCoy;Actor;NA;NA;NA
Maurice Sneed;Actor;NA;NA;NA
Debi Mazar;Actress, Make Up Department;1964-08-13;USA;NA
Phyllis Yvonne Stickney;Actress, Writer, Miscellaneous Crew;NA;USA;NA
Scot Anthony Robinson;Actor;NA;NA;NA
Sonny Jim Gaines;Actor;1928;NA;2006-09-02
Joe Seneca;Actor, Soundtrack, Miscellaneous Crew;1919-01-14;USA;1996-08-15
LaTanya Richardson Jackson;Actress, Director, Soundtrack;1949-10-21;USA;NA
Wendell Pierce;Actor, Soundtrack, Producer;1963-12-08;USA;NA
Michael Guess;Actor;NA;NA;NA
Leland Gantt;Actor;NA;NA;NA
Giancarlo Esposito;Music Department, Actor, Producer;1958-04-26;Denmark;NA
Leonard L. Thomas;Actor, Miscellaneous Crew, Casting Department;1961-08-31;USA;NA
Roger Guenveur Smith;Actor, Writer, Soundtrack;1959-07-27;USA;NA
Craig Wasson;Actor, Soundtrack, Writer;1954-03-15;USA;NA
Graham Brown;Actor;1924-10-24;USA;2011-12-13
Gerica Cox;Actress;NA;NA;NA
Kristan Rai Segure;Actor;NA;NA;NA
Lauren Padick;Actress;1989-09-08;USA;NA
Danielle Fletcher;Actress;NA;NA;NA
Robinson Frank Adu;Actor;NA;NA;NA
Aleta Mitchell;Actress;NA;NA;NA
Curt Williams;Transportation Department, Actor;1935-11-17;USA;NA
John Ottavino;Actor;NA;NA;NA
John Reidy;Actor, Producer, Director;1956-04-02;USA;NA
Frances Foster;Actress;1924-06-11;USA;1997-06-17
Reggie Montgomery;Actor;1947-09-15;USA;2002-01-13
David Patrick Kelly;Actor, Soundtrack, Miscellaneous Crew;1951-01-23;USA;NA
Gary L. Catus;Actor;NA;NA;NA
Sharon Washington;Actress, Miscellaneous Crew;NA;NA;NA
Shirley Stoler;Actress, Soundtrack;1929-03-30;USA;1999-02-17
Oran 'Juice' Jones;Actor, Soundtrack;NA;NA;NA
Ricky Gordon;Music Department, Actor, Composer;NA;NA;NA
George Lee Miles;Actor;NA;NA;NA
Raye Dowell;Actress, Producer, Miscellaneous Crew;1961-08-22;USA;NA
Veronica Webb;Actress;1965-02-23;USA;NA
Abdul Salaam El Razzac;Actor;1944-05-08;USA;NA
Keith Randolph Smith;Actor;NA;NA;NA
George Guidall;Actor;1938-06-07;USA;NA
James L. Swain;Actor;NA;NA;NA
Peewee Love;Actor;NA;NA;NA
Lawrence James;Actor;NA;NA;NA
Steve White;Actor, Writer, Miscellaneous Crew;1961-03;NA;NA
K. Smith;Actor;NA;NA;NA
Christopher Rubin;Actor;NA;NA;NA
Matthew Harris;Actor;NA;NA;NA
Zakee Howze;Actor;NA;NA;NA
Cytia Fontenette;Actress, Assistant Director;NA;NA;NA
Marlaine Bass;Actress;NA;NA;NA
Benjamin Atwell;Actor;NA;NA;NA
Peter Dunn;Actor;NA;NA;NA
Dion Smack Jr.;Actor;NA;NA;NA
Darnell Smith;Actor;NA;NA;NA
TaiNesha Scott;Actress;NA;NA;NA
Chelsea Counts;Actress;NA;NA;NA
Chela Counts;Actress;NA;NA;NA
Natalie Clanton;Actress;NA;NA;NA
Jessica Givens;Actress;NA;NA;NA
LaToyah Bigelow;Actress;NA;NA;NA
Martaleah Jackson;Actress;NA;NA;NA
Tamaraleah Jackson;Actress;NA;NA;NA
Jasmine Smith;Actress;NA;NA;NA
Valentino Smith;Actor;NA;NA;NA
David Thomas Jr.;Actor;NA;NA;NA
Simon Do-Ley;Actor;NA;NA;NA
Bill Goldberg;Actor;NA;NA;NA
Jonathan Peck;Actor;1945;USA;NA
Leonard Parker;Actor;1932-07-22;USA;NA
Lennis Washington;Actress;NA;NA;NA
Dyan Humes;Actress;NA;NA;NA
Lizbeth MacKay;Actress;1949-03-07;USA;NA
Terry Layman;Actor;1948-01-12;USA;NA
Terry Sumter;Actor;NA;NA;NA
Jasper McGruder;Actor;NA;NA;NA
Mary Alice;Actress;1941-12-03;USA;NA
Wyatt Tee Walker;Actor;1929-08-16;USA;NA
Hazel Medina;Actress;1937-10-08;Panama;2012-02-14
Wendy E. Taylor;Actress;NA;NA;NA
Ed Herlihy;Actor, Writer;1909-08-14;USA;1999-01-30
Ralph Cooper Sr.;Actor;NA;NA;NA
Christian J. Dacosta;Actor;NA;NA;NA
Karen Duffy;Actress, Producer;1961-05-23;USA;NA
Walter Jones;Actor, Miscellaneous Crew, Sound Department;1970-11-30;USA;NA
Marc Phillips;Actor;NA;NA;NA
Showman Uneke;Actress;NA;NA;NA
Theara Ward;Actress;NA;NA;NA
Larry M. Cherry;Make Up Department, Actor;NA;NA;NA
Clebert Ford;Actor;1932-01-29;USA;2011-07-22
Grafton Trew;Actor;NA;NA;NA
Rogers Simon;Actor;NA;NA;NA
George T. Odom;Actor;NA;NA;NA
Vincent Moscaritola;Actor;NA;NA;NA
Larry Attile;Actor;NA;NA;NA
Brendan Kelly;Actor, Director, Writer;1964-09-28;Ireland;NA
John Griesemer;Actor, Writer, Director;1947-12-05;USA;NA
Fia Porter;Actress, Miscellaneous Crew;NA;NA;NA
Billy J. Mitchell;Actor;1942;NA;NA
Kent Jackman;Actor, Music Department, Miscellaneous Crew;NA;NA;NA
Beatrice Winde;Actress;1924-01-05;USA;2004-01-03
Fracaswell Hyman;Writer, Producer, Director;NA;NA;NA
Humphrey Bogart;Actor, Soundtrack, Producer;1899-12-25;USA;1957-01-14
Lauren Bacall;Actress, Soundtrack;1924-09-16;USA;2014-08-12
John Ridgely;Actor, Soundtrack;1909-09-06;USA;1968-01-18
Martha Vickers;Actress, Soundtrack;1925-05-28;USA;1971-11-02
Dorothy Malone;Actress, Soundtrack;1925-01-30;USA;NA
Peggy Knudsen;Actress;1923-04-22;USA;1980-07-11
Regis Toomey;Actor, Soundtrack;1898-08-13;USA;1991-10-12
Charles Waldron;Actor;1874-12-23;USA;1946-03-04
Charles D. Brown;Actor, Director, Writer;1887-07-01;USA;1948-11-25
Bob Steele;Actor, Soundtrack, Writer;1907-01-23;USA;1988-12-21
Elisha Cook Jr.;Actor, Soundtrack;1903-12-26;USA;1995-05-18
Louis Jean Heydt;Actor;1903-04-17;USA;1960-01-29
Trevor Bardette;Actor;1902-11-19;USA;1977-11-28
Joy Barlow;Actress;1923-05-18;USA;1995-05-02
Max Barwyn;Actor;1884-02-24;USA;1955-02-18
Deannie Best;Actress;1926-09-25;USA;2000-05-16
Tanis Chandler;Actress, Soundtrack;1924-08-29;France;NA
Jack Chefe;Actor;1894-04-01;Russian Empire [now Ukraine];1975-12-01
Joseph Crehan;Actor;1883-07-15;USA;1966-04-15
Oliver Cross;Actor;1894-07-18;USA;1971-02-19
James McAvoy;Actor, Soundtrack, Producer;1979-04-21;UK;NA
Jamie Bell;Actor, Soundtrack, Cinematographer;1986-03-14;UK;NA
Eddie Marsan;Actor, Soundtrack;1968-06;UK;NA
Imogen Poots;Actress, Soundtrack;1989-06-03;UK;NA
Brian McCardie;Actor;1965-01-22;UK;NA
Emun Elliott;Actor;1983-11-28;UK;NA
Gary Lewis;Actor, Soundtrack;1958;UK;NA
John Sessions;Actor, Writer, Producer;1953-01-11;UK;NA
Shauna Macdonald;Actress;1981;Malaysia;NA
Jim Broadbent;Actor, Writer, Soundtrack;1949-05-24;UK;NA
Joanne Froggatt;Actress, Producer;1979;UK;NA
Kate Dickie;Actress;1971;UK;NA
Martin Compston;Actor, Producer;1984-05-08;UK;NA
Iain De Caestecker;Actor;1987;UK;NA
Shirley Henderson;Actress, Soundtrack;1965-11-24;UK;NA
Joy McAvoy;Actress;1982-08;UK;NA
Jordan Young;Actor;NA;NA;NA
Pollyanna McIntosh;Actress;1979-03-15;UK;NA
Bobby Rainsbury;Actress;NA;NA;NA
Michael Moreland;Actor;NA;NA;NA
Therese Bradley;Actress;NA;NA;NA
Zack Eisaku Niizato;Actor;NA;NA;NA
Robin Laing;Actor;1976-02-16;UK;NA
Franziska Altmeyer;Actress;NA;NA;NA
Ron Donachie;Actor, Soundtrack;1956-04-26;UK;NA
Tracy Ann Oberman;Actress, Writer;1966-08;UK;NA
Kiefer Sutherland;Actor, Producer, Director;1966-12-21;UK;NA
Julia Roberts;Actress, Producer, Soundtrack;1967-10-28;USA;NA
Kevin Bacon;Actor, Producer, Director;1958-07-08;USA;NA
William Baldwin;Actor, Producer, Stunts;1963-02-21;USA;NA
Oliver Platt;Actor, Producer;1960-01-12;Canada;NA
Kimberly Scott;Actress;1961-12-11;USA;NA
Joshua Rudoy;Actor;1975-12-09;USA;NA
Benjamin Mouton;Actor, Producer;1965-03-13;USA;NA
Aeryk Egan;Actor;NA;NA;NA
Kesha Reed;Actress;NA;NA;NA
Hope Davis;Actress, Soundtrack;1964-03-23;USA;NA
Jim Ortlieb;Actor;1956-06-19;USA;NA
John Duda;Actor;NA;NA;NA
Megan Stewart;Actress;NA;NA;NA
Tressa Thomas;Actress, Editor, Producer;1978-07-31;USA;NA
Gonzo Gonzalez;Actor;NA;NA;NA
Afram Bill Williams;Actor;NA;NA;NA
Deborah Thompson Duda;Producer, Actress, Writer;NA;NA;NA
Elinore O'Connell;Actress;NA;NA;NA
Marilyn Dodds Frank;Actress;NA;NA;NA
Sanna Vraa;Actress;NA;NA;NA
Nicole Niblack;Actress;NA;NA;NA
Cynthia Bassham;Actress;NA;NA;NA
Sarabeth Tucek;Actress, Soundtrack;NA;NA;NA
Ilona Margolis;Actress, Producer;1967-03-12;NA;NA
Julie Warner;Actress, Director, Producer;1965-02-09;USA;NA
Iilana B'tiste;Actress;NA;NA;NA
Deborah Torchio;Actress;NA;NA;NA
Michael Douglas;Actor, Producer, Soundtrack;1944-09-25;USA;NA
Kathleen Turner;Actress, Producer, Soundtrack;1954-06-19;USA;NA
Danny DeVito;Actor, Producer, Director;1944-11-17;USA;NA
Zack Norman;Actor, Producer, Miscellaneous Crew;NA;NA;NA
Alfonso Arau;Actor, Director, Writer;1932-01-11;Mexico;NA
Manuel Ojeda;Actor;1946-11-04;Mexico;NA
Holland Taylor;Actress, Soundtrack;1943-01-14;USA;NA
Mary Ellen Trainor;Actress, Miscellaneous Crew;1950-07-08;USA;NA
Eve Smith;Actress;1905-08-31;USA;1997-08-28
Joe Nesnow;Actor;NA;NA;NA
José Chávez;Actor;1916-06-12;Mexico;1988-07-13
Evita Munoz 'Chachita';Actress, Writer, Stunts;1936-11-26;Mexico;NA
Camillo García;Actor;NA;NA;NA
Rodrigo Puebla;Actor;NA;NA;NA
Paco Morayta;Actor;NA;NA;NA
Jorge Zamora;Actor, Soundtrack;1928-04-19;Cuba;NA
Kymberly Herrin;Actress;1957-10-02;USA;NA
William H. Burton Jr.;Stunts, Actor, Assistant Director;NA;NA;NA
Ted White;Actor, Stunts;1927-01-25;USA;NA
Manuel E. Santiago;Actor;NA;NA;NA
Ron Silver;Actor, Director, Producer;1946-07-02;USA;2009-03-15
Michael Cassidy;Stunts, Actor;NA;NA;NA
Vince Deadrick Sr.;Stunts, Actor;1932-08-08;USA;NA
Richard Drown;Stunts, Actor;NA;NA;NA
Joe Finnegan;Stunts, Actor;NA;NA;NA
Jimmy Medearis;Stunts, Miscellaneous Crew, Actor;NA;NA;NA
Jeff Ramsey;Stunts, Actor, Composer;NA;NA;NA
Lorna Lable;Actress;NA;NA;NA
Jos Laniado;Actor, Producer, Writer;NA;NA;NA
Dwayne Johnson;Actor, Producer, Soundtrack;1972-05-02;USA;NA
Barry Pepper;Actor, Producer;1970-04-04;Canada;NA
Jon Bernthal;Actor, Animation Department;1977-09-20;USA;NA
Susan Sarandon;Actress, Soundtrack, Producer;1946-10-04;USA;NA
Michael Kenneth Williams;Actor, Producer, Miscellaneous Crew;1966-11-22;USA;NA
Rafi Gavron;Actor, Soundtrack;1989-06-24;UK;NA
Melina Kanakaredes;Actress, Director, Writer;1967-04-23;USA;NA
Nadine Velazquez;Actress, Producer;1978-11-20;USA;NA
Benjamin Bratt;Actor, Producer;1963-12-16;USA;NA
Lela Loren;Actress;NA;NA;NA
JD Pardo;Actor;1980-09-07;USA;NA
David Harbour;Actor;1974-04-10;USA;NA
Harold Perrineau;Actor, Producer, Soundtrack;1963-08-07;USA;NA
Kyara Campos;Actress;NA;NA;NA
James Allen McCune;Actor;NA;NA;NA
Tanya Ballinger;Actress;1973-06-07;USA;NA
Ashlynn Ross;Actress, Miscellaneous Crew;1989-09-08;USA;NA
Spencer Miller;Actor;NA;NA;NA
Jayson Floyd;Actor, Producer, Director;1980-07-07;USA;NA
Benjamin Blankenship;Actor, Miscellaneous Crew, Stunts;NA;NA;NA
Kym Jackson;Actress, Producer, Writer;1981-07-01;UK;NA
Tyler Grey;Actor;NA;NA;NA
Jason Douglas;Actor;NA;NA;NA
Darnell Trotter;Actor;NA;NA;NA
Tim J. Smith;Stunts, Actor, Miscellaneous Crew;1985-12-03;USA;NA
Shun Hagins;Actor;NA;NA;NA
Wagner Moura;Actor, Soundtrack, Music Department;1976-06-27;Brazil;NA
Irandhir Santos;Actor, Soundtrack;1978-08-22;Brazil;NA
André Ramiro;Actor, Soundtrack;NA;NA;NA
Milhem Cortaz;Actor;1972-12-06;Brazil;NA
Maria Ribeiro;Actress, Director, Costume Designer;1975-11-09;Brazil;NA
Seu Jorge;Soundtrack, Actor, Music Department;1970-06-08;Brazil;NA
Sandro Rocha;Actor;NA;NA;NA
Tainá Müller;Actress;1982-06-01;Brazil;NA
André Mattos;Actor, Writer, Producer;1961-10-08;Brazil;NA
Pedro Van-Held;Actor;NA;NA;NA
Adriano Garib;Actor;NA;Brazil;NA
Julio Adriao;Actor;NA;NA;NA
Emílio Orciollo Netto;Actor;1974-01-15;Brazil;NA
Rodrigo Candelot;Actor;NA;NA;NA
Charles Fricks;Actor;1972;Brazil;NA
Fabrício Boliveira;Actor;1982-04-26;Brazil;NA
Marcello Gonçalves;Actor;NA;NA;NA
Pierre Santos;Actor, Composer;NA;NA;NA
William Vita;Actor;NA;NA;NA
André Santinho;Actor, Writer;NA;NA;NA
Guilherme Belém;Actor;NA;NA;NA
Ricardo Sodré;Actor;NA;NA;NA
Marcelo Cavalcanti;Actor;NA;NA;NA
Bruno d'Elia;Actor;NA;NA;NA
Cássio Nascimento;Actor;NA;NA;NA
Francisco Salgado;Actor;NA;NA;NA
Gabriel Teixeira;Actor;NA;NA;NA
Zé Mário Farias;Actor;NA;NA;NA
Cadu Fávero;Actor;NA;NA;NA
Angela Bassett;Actress, Producer, Soundtrack;1958-08-16;USA;NA
Daniel Hansen;Actor, Miscellaneous Crew;NA;NA;NA
Jordan Fry;Actor;1993-06-07;USA;NA
Matthew Josten;Actor, Producer, Sound Department;1997-09-08;USA;NA
John H. H. Ford;Actor;NA;NA;NA
Dara McGarry;Actress, Miscellaneous Crew, Visual Effects;1964-10-14;USA;NA
Tom Kenny;Actor, Soundtrack, Writer;1962-07-13;USA;NA
Laurie Metcalf;Actress, Soundtrack;1955-06-16;USA;NA
Don Hall;Writer, Animation Department, Actor;NA;NA;NA
Paul Butcher;Actor;1994-02-14;USA;NA
Tracey Miller-Zarneke;Actress, Production Manager, Miscellaneous Crew;NA;NA;NA
Wesley Singerman;Actor;1990-08-23;USA;NA
Jessie Flower;Actress, Miscellaneous Crew, Sound Department;NA;NA;NA
Stephen J. Anderson;Animation Department, Director, Writer;NA;NA;NA
Ethan Sandler;Actor, Producer, Writer;1972-12-03;USA;NA
Harland Williams;Actor, Writer, Make Up Department;1962-11-14;Canada;NA
Nathan Greno;Actor, Art Department, Director;NA;NA;NA
Kelly Hoover;Actress, Visual Effects, Production Manager;NA;NA;NA
Adam West;Actor, Director, Soundtrack;1928-09-19;USA;NA
Yul Brynner;Actor, Director, Soundtrack;1920-07-11;Russia;1985-10-10
Eli Wallach;Actor, Producer, Miscellaneous Crew;1915-12-07;USA;2014-06-24
Steve McQueen;Actor, Producer, Soundtrack;1930-03-24;USA;1980-11-07
Charles Bronson;Actor;1921-11-03;USA;2003-08-30
Robert Vaughn;Actor, Director;1932-11-22;USA;NA
Brad Dexter;Actor, Producer;1917-04-09;USA;2002-12-12
James Coburn;Actor, Director, Writer;1928-08-31;USA;2002-11-18
Jorge Martínez de Hoyos;Actor, Writer;1920-09-25;Mexico;1997-05-06
Vladimir Sokoloff;Actor, Miscellaneous Crew;1889-12-26;Russian Empire [now Russia];1962-02-15
Rosenda Monteros;Actress;1935-08-31;Mexico;NA
Rico Alaniz;Actor;1919-10-25;Mexico;NA
Pepe Hern;Actor;1927-06-06;USA;2009-02-28
Natividad Vacío;Actor, Music Department, Soundtrack;1912-09-08;USA;1996-05-30
Mario Navarro;Actor;1949;Mexico;NA
Danny Bravo;Actor;1948-01-29;USA;NA
Chris Farley;Actor, Soundtrack, Stunts;1964-02-15;USA;1997-12-18
David Spade;Actor, Writer, Producer;1964-07-22;USA;NA
Brian Dennehy;Actor, Producer, Director;1938-07-09;USA;NA
Bo Derek;Actress, Producer, Miscellaneous Crew;1956-11-20;USA;NA
Dan Aykroyd;Writer, Actor, Producer;1952-07-01;Canada;NA
Julie Warner;Actress, Director, Producer;1965-02-09;USA;NA
Sean McCann;Actor;1935-09-24;Canada;NA
Zach Grenier;Actor, Soundtrack;1954-02-12;USA;NA
James Blendick;Actor;NA;NA;NA
Clinton Turnbull;Actor;NA;NA;NA
Ryder Britton;Actor;NA;NA;NA
Paul Greenberg;Writer, Producer, Actor;NA;NA;NA
Graeme Millington;Actor;NA;NA;NA
Michael Cram;Actor;1968-07-11;Canada;NA
Dean Marshall;Actor;1969;Canada;NA
Trent McMullen;Actor;NA;NA;NA
Philip Williams;Actor, Soundtrack;NA;NA;NA
David 'Skippy' Malloy;Miscellaneous Crew, Actor, Soundtrack;NA;NA;NA
Roy Lewis;Actor;NA;NA;NA
Austin Pool;Actor;NA;NA;NA
William Dunlop;Actor, Producer;NA;NA;NA
Jack Jessop;Actor;NA;NA;NA
Michael Dunston;Actor;NA;NA;NA
David Hemblen;Actor;NA;UK;NA
George Kinamis;Actor;1983-05-11;Canada;NA
Dov Tiefenbach;Actor;1981-12-08;Canada;NA
Mark Zador;Actor;NA;NA;NA
Helen Hughes;Actress;1918-01-08;USA;NA
J.R. Zimmerman;Actor;NA;NA;NA
Robert K. Weiss;Writer, Producer, Miscellaneous Crew;NA;NA;NA
Reg Dreger;Actor;NA;NA;NA
Lloyd White;Actor;NA;NA;NA
David Huband;Actor, Writer, Producer;1958;Canada;NA
Hayley Gibbins;Actress;NA;NA;NA
Julianne Gillies;Miscellaneous Crew, Actress;NA;Canada;NA
Ryan Kwanten;Actor, Producer;1976-11-28;Australia;NA
Amber Valletta;Actress, Producer;1974-02-09;USA;NA
Donnie Wahlberg;Actor, Producer, Soundtrack;1969-08-17;USA;NA
Michael Fairman;Actor, Writer;1934-02-25;USA;NA
Joan Heney;Actress;NA;NA;NA
Bob Gunton;Actor, Soundtrack;1945-11-15;USA;NA
Laura Regan;Actress, Producer;1977;Canada;NA
Dmitry Chepovetsky;Actor;1970;Ukraine];NA
Judith Roberts;Actress, Soundtrack;NA;NA;NA
Keir Gilchrist;Actor;1992-09-28;UK;NA
Steven Taylor;Actor;NA;NA;NA
David Talbot;Actor;NA;NA;NA
Steve Adams;Actor, Producer, Writer;1960-09-04;Canada;2012-01-23
Shelley Peterson;Actress;NA;NA;NA
Enn Reitel;Actor, Writer, Soundtrack;1950-06-21;UK;NA
Fred Tatasciore;Actor, Miscellaneous Crew, Director;NA;USA;NA
Austin Majors;Actor, Miscellaneous Crew;1995-11-23;USA;NA
Julian Richings;Actor, Soundtrack;1955-09-08;UK;NA
Michael Shannon;Actor, Soundtrack, Producer;1974-08-07;USA;NA
Jessica Chastain;Actress, Producer;1977-03-24;USA;NA
Tova Stewart;Actress;NA;NA;NA
Shea Whigham;Actor;1969-01-05;USA;NA
Katy Mixon;Actress, Music Department, Soundtrack;1981-03-30;USA;NA
Natasha Randall;Actress, Miscellaneous Crew;NA;NA;NA
Ron Kennard;Actor;NA;NA;NA
Scott Knisley;Actor;NA;NA;NA
Robert Longstreet;Actor, Producer, Editor;NA;NA;NA
Heather Caldwell;Actress, Miscellaneous Crew;NA;NA;NA
Sheila Hullihen;Stunts, Actress;NA;NA;NA
John Kloock;Stunts, Special Effects, Actor;NA;NA;NA
Marianna Alacchi;Actress, Make Up Department, Special Effects;NA;NA;NA
Jacque Jovic;Actor;NA;NA;NA
Bob Maines;Actor;NA;NA;NA
Charles Moore;Actor, Producer, Sound Department;NA;NA;NA
Pete Ferry;Actor;NA;NA;NA
Molly McGinnis;Actress;NA;NA;NA
Angie Marino-Smith;Actress;NA;NA;NA
Jet Li;Actor, Producer, Miscellaneous Crew;1963-04-26;China;NA
Li Sun;Actress;1982-09-26;China;NA
Yong Dong;Actor;NA;NA;NA
Yun Qu;Actress;NA;NA;NA
Xu Ailing;Actress;NA;NA;NA
Collin Chou;Actor, Stunts;1967-08-11;Taiwan;NA
Hee Ching Paw;Actress;NA;NA;NA
Nathan Jones;Actor;1969-08-21;Australia;NA
Shidô Nakamura;Actor, Director;1972-09-14;Japan;NA
Brandon Rhea;Actor, Producer, Stunts;1971-02-18;Germany;NA
Anthony De Longis;Actor, Miscellaneous Crew, Stunts;1950-03-23;USA;NA
Jean Claude Leuyer;Stunts, Actor;1970-11-30;USA;NA
