"name";"jobTitle";"Place_of_Birth";"BirthDate";"DeathDate"
Jean Inness;Actress;1900-12-18;USA;1978-12-27
Edward Mundy;Actor, Miscellaneous Crew;1888-05-11;USA;1962-02-25
Arispah Palmer;Actress;NA;NA;NA
Wallace Rogers;Actor, Miscellaneous Crew;NA;NA;NA
Dorothea Carolyn Sims;Actress;NA;NA;NA
Grady Starnes;Actor;NA;NA;NA
Myrtle Stovall;Actress;NA;NA;NA
Claude Stowers;Actor;NA;NA;NA
Thomas Syfan;Actor;NA;NA;NA
Frank Tweddell;Actor;1895-03-15;Pakistan;1971-12-20
Jerry Vandiver;Actor;NA;NA;NA
Caroline White;Actress;NA;NA;NA
Richard Wilson;Actor;NA;NA;NA
David Essex;Actor, Soundtrack, Music Department;1947-07-23;UK;NA
Beau Bridges;Actor, Director, Producer;1941-12-09;USA;NA
Cristina Raines;Actress, Soundtrack;1952-02-28;Philippines;NA
Clarke Peters;Actor, Soundtrack, Writer;1952-04-07;USA;NA
Harry H. Corbett;Actor, Writer, Soundtrack;1925-02-28;Myanmar);1982-03-21
Diane Keen;Actress;1946-07-29;UK;NA
Lee Montague;Actor;1927-10-16;UK;NA
Sheila White;Actress, Soundtrack, Writer;1950-10-18;UK;NA
Patrick Ryecart;Actor;1952-05-09;UK;NA
Ed Bishop;Actor;1932-06-11;USA;2005-06-08
T.P. McKenna;Actor, Writer;1929-09-07;Ireland;2011-02-13
David Baxt;Actor;NA;NA;NA
Barrie Rutter;Actor;1946-12-12;UK;NA
Doyle Richmond;Actor;NA;NA;NA
Nick Brimble;Actor;1944-07-22;UK;NA
Malya Nappi;Actress;1915-01-15;UK;2003-09-15
Stephen Hoye;Actor, Miscellaneous Crew, Soundtrack;NA;NA;NA
Richard LeParmentier;Actor, Writer;1946-07-16;USA;2013-04-15
Murray Kash;Actor, Writer;1923-09-16;Canada;2009-03-30
Bruce Boa;Actor;1930-07-10;Canada;2004-04-17
Mammootty;Actor, Producer, Soundtrack;1953-09-07;India;NA
Mamta Mohandas;Actress, Music Department, Soundtrack;NA;NA;NA
Jack Lemmon;Actor, Soundtrack, Producer;1925-02-08;USA;2001-06-27
Barbara Harris;Actress, Soundtrack;1935-07-25;USA;NA
Jason Robards;Actor, Soundtrack;1922-07-26;USA;2000-12-26
Herb Edelman;Actor, Assistant Director, Soundtrack;1933-11-05;USA;1996-07-21
Lisa Gerritsen;Actress;1957-12-21;USA;NA
Moosie Drier;Actor, Miscellaneous Crew, Director;1964-08-06;USA;NA
Severn Darden;Actor, Writer, Composer;1929-11-09;USA;1995-05-27
Lisa Eilbacher;Actress;1956-05-05;Saudi Arabia;NA
Lucille Meredith;Actress, Soundtrack;NA;NA;NA
Ruth McDevitt;Actress;1895-09-13;USA;1976-05-27
Joey Faye;Actor, Soundtrack;1909-07-12;USA;1997-04-26
Alan DeWitt;Actor, Miscellaneous Crew, Director;1921-05-06;USA;1976-06-02
John Zaremba;Actor;1908-10-22;USA;1986-12-15
Richard Gates;Actor;1947-12-24;USA;NA
Lea Marmer;Actress;1918-08-16;USA;1974-05-11
Janya Braunt;Actress;NA;NA;NA
Olive Dunbar;Actress;1925-03-30;USA;NA
Margaret Muse;Actress;1915-01-06;USA;2006-03-06
Bill Hickman;Actor, Stunts, Assistant Director;1921-01-25;USA;1986-02-24
Joyce Brothers;Actress;1927-10-20;USA;2013-05-13
Leigh Adams-Bennett;Actress;NA;NA;NA
Jane Adrian;Actress;1924-11-04;NA;2009-05-01
Danny Arnold;Producer, Writer, Miscellaneous Crew;1925-01-23;USA;1995-08-19
Burt Richards;Actor, Miscellaneous Crew;1939-05-29;USA;NA
Tôru Furuya;Actor;1953-07-31;Japan;NA
Eriko Hara;Actress, Soundtrack, Miscellaneous Crew;1959-11-01;Japan;NA
Shô Hayami;Actor;1958-08-02;Japan;NA
Chieko Honda;Actress, Soundtrack;1963-03-28;Japan;2013-02-18
Maria Kawamura;Actress, Soundtrack;1961-11-21;Japan;NA
Chiyoko Kawashima;Actress;1954-06-02;Japan;NA
Tomoko Maruo;Actress;NA;NA;NA
Keiichi Nanba;Actor;1957-08-26;Japan;NA
Ken'ichi Ogata;Actor;1942-03-29;Japan;NA
Katsumi Suzuki;Actor;1956-08-05;NA;NA
Naoki Tatsuta;Actor;1950-09-08;Japan;NA
Kei Tomiyama;Actor;1938-10-31;China;1995-09-25
Michie Tomizawa;Actress, Soundtrack;1961-10-20;Japan;NA
Hiromi Tsuru;Actress, Soundtrack;1960-03-29;Japan;NA
Kôichi Yamadera;Actor;1961-06-17;Japan;NA
Yusaku Yara;Actor;1948-03-15;Japan;NA
Lisa Pelikan;Actress, Soundtrack;1954-07-12;France;NA
Bert Convy;Actor, Soundtrack, Producer;1933-07-23;USA;1991-07-15
Nina Foch;Actress, Miscellaneous Crew, Director;1924-04-20;Netherlands;2008-12-05
Amy Johnston;Actress;NA;NA;NA
John Gavin;Actor, Soundtrack;1931-04-08;USA;NA
Jeff Corey;Actor, Director, Soundtrack;1914-08-10;USA;2002-08-16
Louise Hoven;Actress;1949-10-04;USA;NA
Ray Underwood;Actor;NA;USA;1993-01-16
Wesley Eure;Writer, Actor, Music Department;1951-08-17;USA;NA
Florida Friebus;Actress, Soundtrack, Writer;1909-10-10;USA;1988-05-27
Georganne LaPiere;Actress;1951-09-07;USA;NA
Sally Pansing;Actress;1951-05-29;USA;NA
Leslie King;Actress, Writer, Director;NA;NA;NA
Ruth Cox;Actress;NA;NA;NA
Lillian Randolph;Actress, Soundtrack;1898-12-14;USA;1980-09-12
Randy T. Williams;Actor;NA;NA;NA
Domingo Ambriz;Actor;1948-02-29;USA;NA
Kimberley Eilbacher;Actress;NA;NA;NA
Tony De Felicis;Actor;NA;NA;NA
Marion Davies;Actress, Producer, Soundtrack;1897-01-03;USA;1961-09-22
Antonio Moreno;Actor, Director;1887-09-26;Spain;1967-02-15
Creighton Hale;Actor;1889-05-24;Ireland;1965-08-09
Roy D'Arcy;Actor, Soundtrack;1894-02-10;USA;1969-11-15
Albert Gran;Actor;1862-08-04;Norway;1932-12-16
Paulette Duval;Actress;1900;Argentina;1933
Max Barwyn;Actor;1884-02-24;USA;1955-02-18
Charles Clary;Actor;1873-03-24;USA;1931-03-24
Daniel Bosch;Actor;NA;NA;NA
Marina Giulia Cavalli;Actress;1965-12-13;USA;NA
Luciano Pigozzi;Actor, Production Manager;1927-01-10;Italy;NA
Robert Marius;Actor, Writer;NA;NA;NA
Charles Napier;Actor, Soundtrack, Music Department;1936-04-12;USA;2011-10-05
David Brass;Actor;NA;NA;NA
Carolyn De Fonseca;Actress, Miscellaneous Crew;NA;NA;2009
Roberto Dell'Acqua;Actor, Stunts, Miscellaneous Crew;NA;NA;NA
Frank Wannack Dieter;Actor;NA;NA;NA
John Anthony Kater;Actor;NA;NA;NA
James McKenzie;Actor;NA;NA;NA
Kenneth Peerless;Actor;NA;NA;2004-01-08
Robert Spafford;Actor, Director, Writer;1913-08-25;NA;2000-04-28
Frank von Kuegelgen;Actor, Sound Department, Miscellaneous Crew;NA;NA;NA
Don Wilson;Actor;NA;NA;NA
Countryman;Actor;NA;NA;NA
Hiram Keller;Actor;1944-05-03;USA;1997-01-20
Carl Bradshaw;Actor, Producer;NA;NA;NA
Basil Keane;Actor;NA;NA;NA
Freshey Richardson;Actor;NA;NA;NA
Kristina St. Clair;Actress;NA;NA;NA
Jahman;Actor;NA;NA;NA
Papa Threecards;Actor;NA;NA;NA
Munair Zacca;Actor;NA;NA;NA
Dee Anthony;Actress;NA;NA;NA
Ronnie McKay;Camera Department, Actor;NA;NA;NA
Claudia Robinson;Actress, Make Up Department;NA;NA;NA
Ronald Gossop;Actor;NA;NA;NA
Oliver Samuels;Actor;NA;NA;NA
Chin;Actor;NA;NA;NA
Buster Jameson;Actor;NA;NA;NA
Bobby Russell;Actor;NA;NA;NA
Lucien Tai Ten Quee;Actor;NA;NA;NA
Peter Packer;Miscellaneous Crew, Actor, Production Manager;NA;NA;NA
Jim Newman;Actor;NA;NA;NA
Kingsley Rose;Actor;NA;NA;NA
Honey Fernandez;Actress;NA;NA;NA
Duncan Booth;Actor;NA;NA;NA
Michiel Huisman;Actor, Soundtrack;1981-07-18;Netherlands;NA
Blake Lively;Actress, Soundtrack;1987-08-25;USA;NA
Amanda Crew;Actress, Writer;1986-06-05;Canada;NA
Harrison Ford;Actor, Producer, Soundtrack;1942-07-13;USA;NA
Ellen Burstyn;Actress, Soundtrack, Director;1932-12-07;USA;NA
Richard Harmon;Actor, Producer;1991-08-18;Canada;NA
Kathy Baker;Actress, Producer;1950-06-08;USA;NA
Mark Ghanimé;Actor, Producer, Art Director;1977-12-01;Canada;NA
Anthony Ingruber;Actor, Art Department;1990-02-05;NA;NA
Anjali Jay;Actress, Soundtrack;1975-08-09;NA;NA
Peter J. Gray;Actor, Producer, Stunts;NA;NA;NA
Lynda Boyd;Actress, Soundtrack, Writer;1965-01-28;Canada;NA
Alison Wandzura;Actress, Writer, Producer;NA;NA;NA
Chris William Martin;Actor, Producer, Director;1975-01-17;Canada;NA
Robert Moloney;Actor;NA;NA;NA
Barclay Hope;Actor, Producer;1958-02-25;Canada;NA
Mark Lavell;Actor;NA;NA;NA
Lindsey Elizabeth;Actress;1989-12-13;USA;NA
Primo Allon;Actor;NA;NA;NA
Toby Levins;Actor, Stunts;1981-06-10;Australia;NA
Kirk Douglas;Actor, Soundtrack, Producer;1916-12-09;USA;NA
Michael A. Goorjian;Actor, Director, Writer;1971-02-04;USA;NA
Karen Tucker;Actress, Producer, Writer;NA;USA;NA
Bryan Cranston;Actor, Producer, Director;1956-03-07;USA;NA
Richmond Arquette;Actor, Writer;1963-08-21;USA;NA
Ron Marasco;Actor, Writer;NA;NA;NA
Ted Raimi;Actor, Writer, Soundtrack;1965-12-14;USA;NA
Kristen Clement;Actress;NA;NA;NA
Kevin Weisman;Actor, Producer;1970-12-29;USA;NA
Ronald Víctor García;Actor;NA;NA;NA
Michael Kemmerling;Actor;NA;NA;NA
Jules Bruff;Actress, Producer, Writer;1973-01-10;USA;NA
Nancy Jeffries;Actress;NA;NA;NA
Steve Chabon;Actor;NA;NA;NA
Gibson Frazier;Actor, Writer, Director;1971-09-11;NA;NA
Marco Sanchez;Actor, Producer, Writer;1970-01-09;USA;NA
Maury Sterling;Actor, Producer, Stunts;1971-09-01;USA;NA
Amy Grant;Actress;NA;NA;NA
Kevin Kent;Actor, Music Department, Assistant Director;NA;NA;NA
John Paul Goorjian;Actor, Art Department, Art Director;NA;NA;NA
Yvonne De Carlo;Actress, Soundtrack;1922-09-01;Canada;2007-01-08
Rock Hudson;Actor, Soundtrack;1925-11-17;USA;1985-10-02
Maxwell Reed;Actor;1919-04-02;Ireland;1974-10-31
Denis O'Dea;Actor, Soundtrack;1905-04-26;Ireland;1978-11-05
Michael Goodliffe;Actor;1914-10-01;UK;1976-03-20
Bryan Forbes;Actor, Writer, Director;1926-07-22;UK;2013-05-08
Jacques B. Brunius;Actor, Director, Miscellaneous Crew;1906-09-16;France;1967-04-24
Ivor Barnard;Actor;1887-06-13;UK;1953-06-30
Arthur Wontner;Actor;1875-01-21;UK;1960-07-10
Gérard Oury;Actor, Writer, Director;1919-04-29;France;2006-07-19
Larry Taylor;Actor, Stunts;1918-07-13;UK;2003-08-06
Keith Pyott;Actor;1902-03-09;UK;1968-04-06
Reed De Rouen;Actor, Writer;1921-06-10;USA;1986-06-11
Michael Mulcaster;Actor;1911-10-03;NA;1984-08-10
Rene Poirier;Actor;NA;NA;NA
William Katt;Actor, Director, Writer;1951-02-16;USA;NA
Susan Dey;Actress, Producer;1952-12-10;USA;NA
John Heard;Actor, Producer, Soundtrack;1945-03-07;USA;NA
Beverly D'Angelo;Actress, Soundtrack, Producer;1951-11-15;USA;NA
Robert Loggia;Actor, Director, Soundtrack;1930-01-03;USA;NA
Tom Lacy;Actor;1933-08-30;USA;NA
Swoosie Kurtz;Actress, Soundtrack;1944-09-06;USA;NA
June Barrett;Actress;NA;NA;NA
Pat O'Hara;Actor;1904-07-07;NA;1988-05-16
Judy Kerr;Actress, Miscellaneous Crew;NA;NA;NA
Jenny Hill;Actress;NA;NA;NA
Billy Beck;Actor;1920-05-26;USA;2011-06-29
Virginia Leith;Actress;1932-10-15;USA;NA
John O'Leary;Actor;1926-05-05;USA;NA
Frank Sinatra;Soundtrack, Actor, Producer;1915-12-12;USA;1998-05-14
Kathryn Grayson;Actress, Soundtrack;1922-02-09;USA;2010-02-17
J. Carrol Naish;Actor, Miscellaneous Crew;1896-01-21;USA;1973-01-24
Mildred Natwick;Actress, Soundtrack;1905-06-19;USA;1994-10-25
Mikhail Rasumny;Actor, Soundtrack;1890-05-13;Russian Empire [now Ukraine];1956-02-17
Billy Gilbert;Actor, Soundtrack, Director;1894-09-12;USA;1971-09-23
Sono Osato;Actress, Soundtrack;1919-08-29;USA;NA
Clinton Sundberg;Actor;1903-12-07;USA;1987-12-14
Carleton G. Young;Actor;1907-05-26;USA;1971-07-11
Ricardo Montalban;Actor, Soundtrack, Director;1920-11-25;Mexico;2009-01-14
Ann Miller;Actress, Soundtrack;1923-04-12;USA;2004-01-22
Cyd Charisse;Actress, Soundtrack;1921-03-08;USA;2008-06-17
Edna Skinner;Actress, Soundtrack;1921-05-23;USA;2003-08-08
Vicente Gómez;Music Department, Actor, Soundtrack;1911-07-08;Spain;2001-12-23
Carlos Albert;Actor, Miscellaneous Crew, Soundtrack;1902-01-09;Argentina;1980-02-23
Nana Bryant;Actress, Soundtrack;1888-11-23;USA;1955-12-24
Joe Dominguez;Actor, Miscellaneous Crew;1894-03-19;Mexico;1970-04-11
Sally Forrest;Actress;1924-05-28;USA;2015-03-15
Byron Foulger;Actor;1899-08-27;USA;1970-04-04
Brandon Tyler Russell;Actor;1995-12-25;USA;NA
Freddie James;Actor;NA;NA;NA
Peter Fonda;Actor, Director, Writer;1940-02-23;USA;NA
Mira Sorvino;Actress, Producer, Soundtrack;1967-09-28;USA;NA
Louis Gossett Jr.;Actor, Producer, Director;1936-05-27;USA;NA
Jason London;Actor, Producer, Director;1972-11-07;USA;NA
Lolita Davidovich;Actress;1961-07-15;Canada;NA
Booboo Stewart;Actor, Stunts, Producer;1994-01-21;USA;NA
Gabrielle Bui;Actress;NA;NA;NA
Tory Weisz;Producer, Actor, Miscellaneous Crew;1988-09-01;USA;NA
Makeba Pace;Actress;NA;NA;NA
Daisy Hamilton;Actress, Producer;NA;NA;NA
Stacey McGillis;Miscellaneous Crew, Actress, Camera Department;NA;NA;NA
Anthony Gregorio;Transportation Department, Actor, Camera Department;NA;NA;NA
Daryl A. Thomas;Actor, Producer;NA;NA;NA
Randy Rapp;Actor;1993-08-16;USA;NA
Cody Burk;Actor;NA;NA;NA
Minny Deol Olson;Actress;NA;NA;NA
Ethan Henry;Actor;NA;NA;NA
Michael Rozen;Actor;NA;NA;NA
John Earl Robinson;Actor;1975-08-06;USA;NA
Raliegh Wilson;Stunts, Miscellaneous Crew, Actor;1953-11-29;USA;NA
Billy Rhodes;Camera Department, Actor, Editorial Department;NA;NA;NA
Ben Turkel;Actor;NA;NA;NA
Craig Turkel;Producer, Actor;NA;NA;NA
Andrew Williams;Actor;NA;NA;NA
Steve Janousek;Actor, Miscellaneous Crew, Cinematographer;NA;NA;NA
Katie Lynn McDowell;Actress, Producer;NA;NA;NA
Joel Thingvall;Actor, Miscellaneous Crew, Writer;NA;NA;NA
Alina Freund;Actress;1997-10-02;Germany;NA
Sami Herzog;Actor;2000-02-25;Germany;NA
Michael Mittermeier;Writer, Actor, Director;1966-04-03;Germany;NA
Pilar Bardem;Actress;1939-03-14;Spain;NA
Ingo Naujoks;Actor;1962-03-01;Germany;NA
Anja Kling;Actress, Writer;1970-03-22;German Democratic Republic;NA
Yvonne Catterfeld;Actress, Soundtrack;1979-12-02;German Democratic Republic [now Federal Republic of Germany];NA
Karl Markovics;Actor, Director, Writer;1963-08-29;Austria;NA
Erwin Steinhauer;Actor, Soundtrack, Writer;1951-09-19;Austria;NA
Adele Neuhauser;Actress;1959-01-17;Greece;NA
Theo Trebs;Actor;1994-09-06;Berlin;NA
Leonard Boes;Actor;1994;NA;NA
Antonia von Melville;Actress;1997;NA;NA
Antonia Cäcilia Holfelder;Actress, Assistant Director, Soundtrack;1971;Germany;NA
Irm Hermann;Actress, Assistant Director;1942-10-04;Germany;NA
Marie-Lou Bäumer;Actress;NA;NA;NA
Roger E. Mosley;Actor, Director, Writer;1938-12-18;USA;NA
Paul Benjamin;Actor;1938;USA;NA
Madge Sinclair;Actress;1938-04-28;Jamaica;1995-12-20
Alan Manson;Actor, Miscellaneous Crew;1918-06-07;USA;2002-03-05
Albert Hall;Actor;1937-11-10;USA;NA
Art Evans;Actor;1942-03-27;USA;NA
James Brodhead;Actor;1932-01-30;USA;2012-04-06
John Henry Faulk;Actor, Writer;1913-08-21;USA;1990-04-09
Vivian Bonnell;Actress, Soundtrack;1924-05-23;British West Indies;2003-11-18
Dana Manno;Soundtrack, Actress;NA;NA;NA
Lynn Hamilton;Actress;1930-04-25;USA;NA
Rhetta Greene;Actress;NA;USA;NA
Valerie Odell;Actress;NA;NA;NA
Rozaa Jean;Actress;NA;NA;NA
Melba Englander;Actress;NA;NA;NA
Peter Harrell;Actor;NA;NA;NA
Ernie Hudson;Actor, Producer, Soundtrack;1945-12-17;USA;NA
Mario Lanza;Soundtrack, Actor;1921-01-31;USA;1959-10-07
Joan Fontaine;Actress, Soundtrack, Producer;1917-10-22;Japan;2013-12-15
Sara Montiel;Actress, Soundtrack, Producer;1928-03-10;Spain;2013-04-08
Vincent Price;Actor, Soundtrack;1911-05-27;USA;1993-10-25
Joseph Calleia;Actor, Writer;1897-08-04;Malta;1975-10-31
Harry Bellaver;Actor, Miscellaneous Crew;1905-02-12;USA;1993-08-08
Vince Edwards;Actor, Director, Writer;1928-07-09;USA;1996-03-11
Silvio Minciotti;Actor;1882-08-31;Italy;1961-05-02
Frank Puglia;Actor, Soundtrack;1892-03-09;Italy;1975-10-25
Edward Platt;Actor, Producer, Soundtrack;1916-02-14;USA;1974-03-19
Licia Albanese;Actress, Soundtrack;1909-07-23;Italy;2014-08-15
Jean Fenn;Actress;1930-05-10;France;NA
Abdullah Abbas;Actor;1906-11-15;Syria;1986-11-03
Martha Acker;Actress;NA;NA;NA
Francis Barnes;Actor;1912-06-15;USA;1994-01-16
Stephen Bekassy;Actor;1907-02-10;Hungary;1995-10-30
Richard Cable;Actor;1943-11-12;USA;NA
James Conaty;Actor;1895-12-13;USA;1955-12-18
Joe DeAngelo;Actor, Miscellaneous Crew;NA;NA;NA
Elizabeth Flournoy;Actress;1886-11-18;USA;1977-08-14
Bess Flowers;Actress;1898-11-23;USA;1984-07-28
William Fox;Actor;1911-01-26;Philippines;2008-09-20
Martin Garralaga;Actor;1894-11-10;Spain;1981-06-12
Mickey Golden;Actor;1909-11-23;USA;2001-03-30
Jose Govea;Actor;NA;NA;NA
Diane Gump;Actress;1931-05-11;USA;NA
Creighton Hale;Actor;1889-05-24;Ireland;1965-08-09
Sam Harris;Actor, Miscellaneous Crew;1877-01-11;Australia;1969-10-22
Helen Hawley;Actress;1909-08-24;USA;2003-04-01
Fred Kelsey;Actor, Director, Writer;1884-08-20;USA;1961-09-02
Kenner G. Kemp;Actor, Miscellaneous Crew, Stunts;1908-01-03;USA;1985-05-13
Don Sparks;Actor;1951-06-24;USA;NA
Sy Richardson;Actor, Writer, Director;1941;USA;NA
Irwin Corey;Actor, Writer;1914-07-29;USA;NA
Robert Harris;Actor;1900-03-28;UK;1995-05-18
Simmy Bow;Actor;1921-06-07;USA;1987-12-21
Robert Staats;Actor, Writer;NA;NA;NA
Martha Reeves;Soundtrack, Actress;1941-07-18;USA;NA
Brenda Fogarty;Actress;NA;NA;NA
Frank Ray Perilli;Writer, Actor, Producer;NA;NA;NA
Angelo Rossitto;Actor, Miscellaneous Crew;1908-02-18;USA;1991-09-21
Bob Leslie;Actor;1926-09-08;USA;1991-02-04
Jeff Doucette;Actor;1947-11-25;USA;NA
Lindsay Freeman;Actress;NA;NA;NA
Nai Bonet;Actress, Writer, Producer;1939-01-06;Vietnam;NA
Angela Aames;Actress;1956-02-27;USA;1988-11-27
Anne Gaybis;Actress;NA;NA;NA
Lee Arries;Actor, Soundtrack;NA;NA;NA
Fred Deni;Actor, Miscellaneous Crew;NA;NA;NA
Linnea Quigley;Actress, Producer, Soundtrack;1958-05-27;USA;NA
Idy Tripodi;Actress;NA;NA;NA
Moose Carlson;Actor;NA;NA;NA
Michael Hardin;Actor;NA;NA;NA
Sherri Bragg;Actress;NA;NA;NA
Melinda Utal;Actress, Miscellaneous Crew;NA;NA;NA
Joey Camen;Actor, Soundtrack, Writer;NA;NA;NA
Mariwin Roberts;Actress;NA;NA;NA
Marita Ditmore;Music Department, Actress, Sound Department;NA;NA;NA
Evelyn Guerrero;Actress, Miscellaneous Crew;1949-02-24;USA;NA
Anne Libert;Actress;1946-07-21;NA;NA
Britt Nichols;Actress;NA;Portugal;NA
Doris Thomas;Actress;NA;NA;NA
Karin Field;Actress;NA;NA;NA
Cihangir Gaffari;Actor, Producer;NA;France;NA
Luis Barboo;Actor;1927-03-20;Spain;2001-09-30
Howard Vernon;Actor, Camera Department, Miscellaneous Crew;1908-07-15;Switzerland;1996-07-25
Alberto Dalbés;Actor;1922-04-03;Argentina;1983-09-14
Rosa Palomar;Actress;NA;NA;NA
Andrea Montchal;Actor;NA;NA;NA
Rosie Perez;Actress, Miscellaneous Crew, Director;1964-09-06;USA;NA
Marianne Jean-Baptiste;Actress, Director, Writer;1967-04-26;UK;NA
Patti LuPone;Actress, Soundtrack;1949-04-21;USA;NA
Karen Duffy;Actress, Producer;1961-05-23;USA;NA
Diego Serrano;Actor;1973-02-05;Ecuador;NA
Wendell Pierce;Actor, Soundtrack, Producer;1963-12-08;USA;NA
Melissa Leo;Actress, Producer;1960-09-14;USA;NA
Aida Turturro;Actress, Soundtrack;1962-09-25;USA;NA
Rosanna DeSoto;Actress;1950-09-02;USA;NA
Alicia Renee Washington;Actress;NA;NA;NA
Reno;Actress, Writer, Producer;1956;NA;NA
Bianca Hunter;Actress;NA;NA;NA
Elizabeth Bracco;Actress, Costume Designer, Soundtrack;1957-11-05;USA;NA
Samantha Buck;Actress, Director, Writer;1974-12-20;USA;NA
Dale Carman;Actor;NA;NA;NA
Nicky Cappodanno;Actor;NA;NA;NA
Divina Cook;Actress;NA;NA;NA
Chris Cooper;Actor, Soundtrack;1951-07-09;USA;NA
Michael Cumpsty;Actor;1960-02-26;UK;NA
Drena De Niro;Actress, Producer;1967-09-03;USA;NA
Brandi DiCesare;Actress;NA;NA;NA
Jade DiCesare;Actress;NA;NA;NA
Wally Dunn;Actor;1960-06-12;USA;NA
Daryl Edwards;Actor;NA;NA;NA
Carla Gallo;Actress, Soundtrack;1975-06-24;USA;NA
Richard Guay;Producer, Miscellaneous Crew, Writer;NA;NA;NA
Corbin Bernsen;Actor, Producer, Director;1954-09-07;USA;NA
Dee Wallace;Actress, Producer, Miscellaneous Crew;1948-12-14;USA;NA
Paige Moss;Actress;1973-01-30;USA;NA
Jeanine Meyers;Actress, Miscellaneous Crew;NA;NA;NA
Bridgette Brooks;Actress;NA;NA;NA
Andrea Langi;Actress;1975;USA;NA
Joakim Alvarez;Actor;NA;NA;NA
Scott Roman;Actor, Miscellaneous Crew;NA;NA;NA
Tim Carr;Actor, Producer, Director;1976-05-25;USA;NA
Larry Beyah;Actor;NA;NA;NA
Bob Adrian;Actor;NA;NA;NA
Frank Bonsangue;Actor, Transportation Department;NA;USA;NA
Melvin L. Cauthen;Actor;NA;NA;NA
Sherman Roberts;Actor;NA;NA;NA
Gregory Wood;Actor;NA;NA;NA
Susan Moses;Actress;NA;NA;NA
Brian Anthony Wilson;Actor, Producer;1960-02-22;USA;NA
Joey Perillo;Actor;1952-04-09;USA;NA
J.R. Ashton;Actor;NA;NA;NA
Conrad Karlson;Actor;1937-11-28;USA;2012-01-18
Caprice Serafine;Actress;NA;NA;NA
Rob Carmignani;Actor;NA;NA;NA
John Denczi;Actor;NA;NA;NA
George Orin;Actor;NA;NA;NA
Brandon E. Brooks;Actor, Producer, Miscellaneous Crew;1977-07-10;USA;NA
Adam C. Edwards;Stunts, Actor, Miscellaneous Crew;1979-06-14;USA;NA
Tony Luke Jr.;Actor, Writer, Producer;1962-03-12;USA;NA
John B. Mueller;Actor;1974-10-27;USA;NA
Greg Salvato Jr.;Actor, Miscellaneous Crew;NA;NA;NA
Giulio Brogi;Actor, Miscellaneous Crew;1935-05-03;Italy;NA
Daniele Dublino;Actor;1945-07-01;Italy;NA
Renato Cestie;Actor;1963-01-11;Italy;NA
Vito Cipolla;Actor, Assistant Director;NA;NA;NA
Virginia Ciuffini;Actress;1949;Argentina;2005-09-10
Marcello Di Martire;Actor;NA;NA;NA
Vittorio Fanfoni;Actor;NA;NA;NA
Francesco Sanvilli;Actor;NA;NA;NA
Giuseppe Scarcella;Actor;NA;NA;NA
Renato Scarpa;Actor;1939-01-01;Italy;NA
Sergio Serafini;Actor;NA;NA;NA
Cinzia Bruno;Actress;NA;NA;NA
Stefano Guerrieri;Actor, Miscellaneous Crew;NA;NA;NA
Renato Niccolai;Actor, Writer;NA;NA;NA
Samy Pavel;Director, Actor, Writer;1944-11-05;Egypt;NA
Lorenzo Piani;Actor;1944-01-19;Italy;NA
Celia Milius;Actress;1942;USA;NA
Larry Domasin;Actor, Soundtrack;1955-03-05;USA;NA
Ann Daniel;Actress;NA;NA;NA
Carlos Romero;Actor;1927-02-15;USA;2007-06-21
George Kennedy;Actor, Miscellaneous Crew;1925-02-18;USA;NA
Hal John Norman;Actor;1911-08-27;USA;2011-07-14
Julie Payne;Actress;1940-07-10;USA;NA
Martin Garralaga;Actor;1894-11-10;Spain;1981-06-12
Junior;Actor;NA;NA;NA
John Alvar;Actor;1938-02-11;NA;NA
Alex Montoya;Actor;1907-10-19;USA;1970-09-25
Khaled Abol Naga;Actor, Producer, Director;1966-11-02;Egypt;NA
Lebleba;Actress;1946-11-14;Egypt;NA
Arwa Gouda;Actress;NA;NA;NA
Omar El Ghandour;Actor;NA;NA;NA
Heba Yousry;Writer, Director, Actor;NA;NA;NA
Khairy Beshara;Director, Actor, Writer;1947-06-30;Egypt;NA
Sally Abed;Actress;NA;NA;NA
Youssra El Hawary;Actress;NA;NA;NA
Muhammad El-Hajj;Actor, Writer;NA;NA;NA
Fadel Al Gargy;Actor;NA;NA;NA
Emad Maher;Editor, Director, Actor;NA;NA;NA
Amgad Riad;Camera Department, Actor;NA;NA;NA
Sedky Sakhr;Actor;NA;NA;NA
Amr Salama;Director, Writer, Actor;1982-11-22;Saudi Arabia;NA
